age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,y
27,1,1,2,941,0,0,0,10,1,176,3,0,0
17,4,1,3,233,0,0,0,10,1,913,3,0,1
14,11,1,3,1554,0,0,0,10,1,104,3,0,0
16,4,1,3,1851,0,0,0,10,1,36,3,0,0
42,6,1,1,362,0,0,0,10,1,247,3,0,0
30,1,1,0,303,0,0,0,10,1,104,12,0,0
23,4,0,3,4128,1,0,0,10,1,55,4,0,0
12,10,2,2,3159,1,0,0,10,1,272,3,0,0
22,3,1,2,306,0,0,0,10,1,1084,3,0,0
19,0,1,3,991,0,0,0,10,1,331,6,0,0
15,4,1,3,730,0,0,0,10,1,79,3,0,0
27,10,1,3,738,0,0,0,10,1,108,3,0,0
38,3,1,0,1962,0,0,0,10,1,111,1,0,0
28,4,2,3,569,0,0,0,10,1,83,5,0,0
28,1,1,0,198,0,0,0,10,1,79,5,0,0
33,10,0,2,190,0,0,0,10,1,177,1,0,0
18,4,2,3,3900,0,0,0,10,1,146,1,0,0
15,4,1,3,942,1,0,0,10,1,104,3,0,0
31,10,0,3,1107,0,0,0,10,1,165,5,0,0
16,2,1,2,413,0,1,0,10,1,103,5,0,0
15,10,0,2,560,1,0,0,10,1,145,3,0,0
39,1,1,1,1046,0,0,0,10,1,194,5,0,0
16,10,1,3,190,0,0,0,10,1,68,3,0,0
37,3,1,1,768,0,0,0,10,1,189,1,0,0
41,6,1,2,2157,0,0,0,10,1,185,1,0,0
14,10,2,3,490,0,0,0,10,1,163,1,0,0
35,4,1,3,190,0,0,0,10,1,608,1,0,1
18,4,2,3,931,0,0,0,10,1,214,1,0,0
13,4,0,3,606,0,0,0,10,1,33,1,0,0
28,10,0,2,446,0,0,0,10,1,105,1,0,0
40,4,1,3,1079,0,0,0,10,1,121,1,0,0
32,8,1,2,191,0,0,2,10,1,80,9,0,0
28,8,1,2,2822,0,0,0,10,1,211,5,0,0
40,6,1,1,190,0,0,0,10,1,566,1,0,0
13,4,2,3,688,0,0,0,10,1,182,1,0,0
31,8,1,2,843,0,0,0,10,1,317,1,0,0
12,4,1,3,3043,0,0,0,10,1,370,3,0,0
19,4,2,2,214,1,1,0,10,1,232,3,0,0
41,8,1,2,298,0,0,0,10,1,120,3,0,0
25,10,1,2,3633,1,0,0,10,1,134,3,0,0
20,10,0,2,600,0,0,0,10,1,63,5,0,0
37,10,2,2,339,1,0,0,10,1,103,14,0,0
12,4,2,3,915,0,0,0,10,1,69,3,0,0
21,4,1,2,405,0,0,0,10,1,1122,3,0,1
15,4,1,3,489,0,0,0,10,1,378,3,0,0
30,1,1,2,984,0,0,0,10,1,135,5,0,0
23,4,1,2,646,1,0,0,10,1,734,3,0,1
23,10,2,2,324,0,1,0,10,1,153,3,0,0
35,7,1,3,407,0,0,0,10,1,121,4,0,0
29,10,1,3,1317,0,0,0,10,1,133,5,0,0
37,1,1,1,1700,0,0,0,10,1,262,3,0,0
14,4,2,2,2193,0,0,0,10,1,1197,0,0,1
18,3,2,2,218,0,1,0,10,1,149,1,0,0
14,10,1,2,1189,0,0,0,10,1,382,2,0,0
22,10,1,2,222,1,0,0,10,1,55,3,0,0
16,4,2,3,611,0,0,0,10,1,383,2,0,0
16,4,1,3,1463,0,0,1,10,1,93,1,0,0
14,4,1,3,903,1,0,0,10,1,76,6,0,0
17,4,1,3,759,0,0,0,10,1,121,2,0,0
20,7,2,3,1172,0,0,0,10,1,176,2,0,0
19,4,1,3,190,0,0,0,10,1,187,3,0,0
35,4,0,2,302,0,1,0,10,1,246,2,0,0
30,10,0,2,543,0,0,0,10,1,132,0,0,0
17,10,1,3,212,0,0,0,10,1,109,0,0,0
12,4,2,3,1381,0,0,0,10,1,381,3,0,0
13,4,1,3,4381,0,0,0,10,1,445,0,0,0
22,10,1,2,3941,0,0,0,10,1,129,0,0,0
29,8,1,1,396,0,0,0,10,1,71,2,0,0
17,10,1,2,479,1,0,0,10,1,80,9,0,0
13,4,1,2,190,0,0,0,10,1,720,0,0,1
12,10,2,3,2895,0,0,0,10,1,161,0,0,0
24,4,1,3,377,0,0,0,10,1,64,0,0,0
14,10,2,3,931,1,0,0,10,1,238,0,0,0
27,0,1,2,301,1,0,0,10,1,173,0,0,0
15,10,1,2,1356,0,0,0,10,1,90,2,0,0
41,1,1,1,1104,0,0,0,10,1,139,7,0,0
19,4,1,3,2793,1,0,0,10,1,549,0,0,0
22,7,1,3,461,1,0,0,10,1,265,3,0,0
14,10,2,3,1290,1,1,0,10,1,67,0,0,0
14,4,1,3,1276,0,0,0,10,1,379,2,0,0
15,10,1,3,2717,0,0,0,10,1,117,2,0,0
19,10,2,2,194,0,0,0,10,1,928,0,0,1
41,6,1,1,177,0,0,0,10,1,77,0,0,0
14,4,1,3,1398,0,0,0,10,1,221,2,0,0
12,10,2,3,4108,0,0,0,10,1,149,1,0,0
20,10,1,3,187,0,0,0,10,1,148,2,0,0
14,3,1,2,3713,0,0,0,10,1,80,2,0,0
19,4,1,3,1015,1,0,0,10,1,214,4,0,0
16,10,2,2,4232,0,0,0,10,1,248,2,0,0
15,10,2,3,633,0,0,0,10,1,240,4,0,0
14,10,2,3,733,0,0,0,10,1,385,2,0,0
12,4,1,3,2060,1,0,0,10,1,249,4,0,0
25,11,1,2,413,0,0,0,10,1,200,3,0,0
13,10,2,2,192,0,1,0,10,1,104,3,0,0
25,4,1,2,2559,1,0,0,10,1,124,6,0,0
13,4,1,3,3646,0,0,0,10,1,117,2,0,0
13,7,2,2,952,0,0,0,10,1,312,2,0,0
29,8,1,2,214,0,0,0,10,1,271,2,0,0
31,4,1,3,4188,0,0,0,10,1,157,2,0,0
14,4,2,3,1624,0,0,0,10,1,1125,2,0,0
12,10,2,3,480,0,0,0,10,1,485,4,0,0
38,8,0,2,666,0,0,0,10,1,67,6,0,0
41,10,1,2,668,0,0,0,10,1,108,4,0,0
29,6,1,2,119,1,0,0,10,1,293,4,0,0
32,1,1,1,190,0,0,0,10,1,72,4,0,0
24,4,1,3,1351,0,0,0,10,1,101,4,0,0
35,7,1,1,2764,0,0,0,10,1,304,3,0,0
33,1,1,1,731,0,0,0,10,1,663,2,0,1
25,4,1,3,198,0,0,0,10,1,95,3,0,0
18,10,0,2,677,0,1,0,10,1,268,2,0,0
13,10,1,2,220,0,0,2,10,1,133,4,0,0
37,5,1,2,1967,0,0,0,10,1,339,2,0,0
16,4,1,3,709,0,0,0,10,1,57,2,0,0
19,10,1,2,4556,1,1,0,10,1,209,1,0,0
22,4,0,3,3425,0,0,0,10,1,94,2,0,0
23,4,1,3,190,0,0,0,10,1,1201,4,0,1
41,6,1,3,1486,0,0,0,10,1,859,10,0,0
37,8,1,2,2288,0,0,0,10,1,236,2,0,0
21,10,1,2,3590,0,0,0,10,1,230,2,0,0
17,10,2,2,544,0,0,0,10,1,444,2,0,1
41,6,1,2,4522,0,0,0,10,1,239,2,0,0
30,1,1,1,909,0,1,0,10,1,418,4,0,1
28,10,0,3,190,1,0,0,10,1,249,4,0,0
32,7,1,2,301,0,0,0,10,1,277,2,0,0
17,4,2,3,1053,0,0,0,10,1,481,1,0,0
35,6,0,2,641,0,1,0,10,1,277,4,0,0
16,4,1,3,1244,0,0,0,10,1,101,2,0,0
26,10,0,2,202,0,0,0,10,1,295,2,0,0
12,10,2,2,3775,1,0,0,10,1,247,0,0,0
35,1,1,1,1491,0,0,0,10,1,164,0,0,0
40,6,1,2,201,0,0,0,10,1,270,0,0,0
16,4,1,3,1018,0,1,0,10,1,1066,2,0,1
16,4,1,3,2780,1,0,0,10,1,159,2,0,0
15,4,2,3,4292,1,0,0,10,1,217,0,0,0
32,4,1,3,602,1,1,0,10,1,40,4,0,0
13,10,2,2,623,0,0,0,10,1,1360,1,0,0
32,4,1,3,2037,0,0,0,10,1,85,4,0,0
16,10,2,3,1229,0,0,0,10,1,342,2,0,0
15,5,1,2,525,0,0,0,10,1,566,6,0,0
34,10,1,2,1179,0,0,0,10,1,356,0,0,0
14,4,2,3,905,0,0,0,10,1,159,0,0,0
26,4,1,3,129,0,0,0,10,1,1007,0,0,0
29,1,1,2,2898,0,0,0,10,1,479,0,0,1
22,10,1,2,1900,1,0,0,11,1,226,7,0,0
41,0,0,2,826,0,0,0,11,1,91,3,0,0
12,4,2,3,305,0,0,0,11,1,154,1,0,0
12,3,2,3,3373,0,0,0,11,1,101,1,0,0
32,10,0,2,3585,0,0,0,11,1,509,1,0,0
14,10,1,2,1755,0,0,0,11,1,161,5,0,0
28,11,1,2,2685,0,0,0,11,1,645,1,0,1
14,4,0,3,1138,0,0,0,11,1,204,1,0,0
41,4,1,3,227,0,0,0,11,1,64,8,0,0
42,6,1,2,2839,0,0,0,11,1,506,1,0,1
39,6,1,1,178,0,1,0,11,1,80,7,0,0
40,6,1,2,954,0,0,0,11,1,219,3,0,0
21,10,1,2,242,0,0,0,11,1,96,1,0,0
13,10,2,2,1016,1,0,0,11,1,246,1,0,0
18,4,1,3,361,0,0,0,11,1,92,1,0,0
38,1,1,2,2543,0,0,0,11,1,150,1,0,0
33,0,1,2,1723,0,0,0,11,1,359,1,0,0
15,4,1,3,875,0,0,0,11,1,72,1,0,0
17,10,1,2,672,0,0,0,11,1,138,1,0,0
38,6,1,2,77,1,1,0,11,1,614,1,0,0
26,7,1,1,194,0,0,0,11,1,327,1,0,0
31,1,0,1,1470,0,1,0,11,1,144,1,0,0
26,10,0,2,190,0,0,0,11,1,56,1,0,0
36,4,1,3,3096,0,0,0,11,1,106,1,0,0
13,4,2,3,220,0,0,0,11,1,348,1,0,0
19,4,1,2,190,0,0,0,11,1,132,1,0,0
15,4,1,3,1045,1,1,0,11,1,191,1,0,0
12,4,1,3,836,0,0,0,11,1,99,1,0,0
31,7,1,2,1293,0,0,0,11,1,428,1,0,0
13,4,2,3,313,0,0,0,11,1,82,1,0,0
15,10,1,3,1170,0,0,0,11,1,172,1,0,0
21,4,1,2,2058,0,0,0,11,1,768,1,0,1
12,4,0,3,507,0,0,0,11,1,72,1,0,0
23,10,2,2,487,0,1,0,11,1,140,1,0,0
39,1,1,1,2280,0,0,0,11,1,1115,1,0,1
31,0,1,2,490,0,0,0,11,1,76,1,0,0
36,3,1,1,402,0,0,0,11,1,81,3,0,0
12,3,1,2,190,0,0,0,11,1,91,1,0,0
13,4,2,3,763,0,0,0,11,1,138,1,0,0
12,4,2,3,410,0,1,0,11,1,111,1,0,0
17,4,1,3,290,0,0,0,11,1,120,1,0,0
17,4,1,3,1573,0,0,0,11,1,143,1,0,0
22,3,1,2,1240,0,0,0,11,1,117,1,0,0
13,4,1,3,1762,0,0,0,11,1,178,3,0,0
24,4,0,3,1809,1,0,0,11,1,158,1,0,0
24,10,2,2,190,0,1,0,11,1,51,3,0,0
28,11,1,2,3500,1,0,0,11,1,235,1,0,0
41,6,1,1,284,0,0,0,11,1,256,1,0,0
14,4,0,3,1064,0,0,0,11,1,1229,5,0,1
31,4,1,2,190,0,0,0,11,1,138,1,0,0
16,4,2,3,1199,1,0,0,11,1,68,1,0,0
15,10,2,2,1017,1,0,0,11,1,58,3,0,0
12,4,2,3,264,0,0,0,11,1,96,4,0,0
21,3,1,1,752,0,0,0,11,1,234,1,0,0
16,1,1,2,362,0,0,0,11,1,237,1,0,0
14,4,2,3,290,0,0,0,11,1,181,1,0,0
34,4,1,3,190,0,0,0,11,1,106,1,0,0
40,10,1,2,1653,1,0,0,11,1,110,2,0,0
31,5,1,2,1459,0,0,0,11,1,117,8,0,0
18,4,2,3,609,0,0,0,11,1,122,1,0,0
12,4,2,3,257,0,0,0,11,1,52,1,0,0
18,10,1,2,1844,0,0,0,11,1,126,1,0,0
17,4,1,3,552,0,0,0,11,1,95,7,0,0
12,10,2,2,890,1,0,0,11,1,73,1,0,0
41,1,1,1,2357,0,0,0,11,1,365,1,0,0
19,4,2,3,743,0,0,0,11,1,63,1,0,0
12,4,2,2,2091,0,0,0,11,1,250,1,0,0
13,10,2,2,469,0,0,0,11,1,213,1,0,0
16,4,2,3,2871,1,0,0,11,1,126,1,0,0
38,6,1,3,3558,0,1,0,11,1,63,1,0,0
29,8,1,1,776,0,0,0,11,1,68,1,0,0
40,6,1,1,1662,0,0,0,11,1,74,1,0,0
12,4,2,2,214,0,0,0,11,1,29,3,0,0
19,10,2,2,543,1,0,0,11,1,147,1,0,0
32,1,1,2,608,0,1,0,11,1,864,1,0,0
36,4,2,3,2567,1,0,0,11,1,139,1,0,0
14,4,2,3,2789,1,0,0,11,1,966,1,0,1
14,10,2,2,195,0,0,0,11,1,105,1,0,0
12,4,2,3,668,0,0,0,11,1,193,2,0,0
13,10,2,3,628,1,0,0,11,1,130,1,0,0
16,10,2,2,217,0,0,0,11,1,256,8,0,0
29,11,1,3,190,0,0,0,11,1,232,4,0,0
23,4,1,3,2892,1,0,0,11,1,95,1,0,0
12,4,2,3,633,1,1,0,11,1,80,1,0,0
37,4,0,3,467,0,0,0,11,1,101,2,0,0
20,4,0,3,744,0,0,0,11,1,138,3,0,0
23,4,1,3,747,1,1,0,11,1,148,3,0,0
18,11,0,2,1061,0,0,0,11,1,396,2,0,1
27,1,1,1,518,1,0,0,11,1,174,3,0,0
34,0,1,2,2501,0,1,0,11,1,603,2,0,0
17,4,1,3,267,0,0,0,11,1,69,3,0,0
19,4,1,3,3852,0,0,0,11,1,87,3,0,0
29,4,2,3,190,0,0,0,11,1,138,1,0,0
14,10,2,2,76,0,0,0,11,1,155,1,0,0
15,10,2,2,2623,0,0,0,11,1,104,1,0,0
12,4,1,2,1040,0,0,0,11,1,507,1,0,1
26,7,1,1,804,0,0,0,11,1,85,3,0,0
13,4,2,3,2014,1,0,0,11,1,177,1,0,0
12,4,2,3,1228,0,0,0,11,1,88,1,0,0
35,4,1,3,189,0,0,0,11,1,150,1,0,0
17,10,1,2,1257,0,1,0,11,1,179,5,0,0
15,10,2,2,519,0,0,0,11,1,137,1,0,0
12,10,2,2,471,0,0,0,11,1,105,1,0,0
24,11,0,2,949,0,0,0,11,1,126,2,0,0
12,4,2,3,558,1,0,0,11,1,241,1,0,0
41,6,1,1,190,0,0,0,11,1,66,1,0,0
15,10,2,3,2199,0,0,0,11,1,109,1,0,0
15,10,1,2,3275,0,0,0,11,1,439,3,0,1
21,10,1,2,2163,0,0,0,11,1,217,5,0,0
16,4,2,3,2940,1,0,0,11,1,107,1,0,0
34,4,1,3,3483,0,0,0,11,1,252,1,0,0
27,1,1,1,2128,0,0,0,11,1,73,1,0,0
34,3,1,0,734,0,0,0,11,1,254,1,0,0
15,4,1,3,1693,0,0,0,11,1,61,1,0,0
31,4,1,3,540,0,0,0,11,1,238,5,0,0
28,1,1,1,2429,1,0,0,11,1,73,1,0,0
17,4,2,3,243,0,1,0,11,1,80,3,0,0
16,3,1,3,1087,0,0,0,11,1,197,3,0,0
12,4,2,3,1656,0,0,0,11,1,111,3,0,0
41,7,1,0,249,0,0,0,11,1,171,1,0,0
15,4,1,3,1589,0,0,0,11,1,436,3,0,0
20,4,1,3,190,0,0,0,11,1,119,1,0,0
13,4,1,2,1558,1,0,0,11,1,129,3,0,0
30,4,0,3,338,0,0,0,11,1,152,1,0,0
16,10,1,2,54,1,1,0,11,1,131,1,0,0
13,4,2,3,276,0,0,0,11,1,150,3,0,0
34,1,1,1,463,1,0,0,11,1,128,1,0,0
36,4,1,3,1601,0,0,0,11,1,56,1,0,0
17,7,1,2,190,0,0,0,11,1,64,1,0,0
39,4,0,2,586,0,0,0,11,1,108,1,0,0
27,10,1,2,3273,0,0,0,11,1,84,1,0,0
12,4,2,3,1084,0,0,0,11,1,312,5,0,0
19,11,1,2,307,0,0,0,11,1,144,3,0,0
40,4,0,3,298,0,0,0,11,1,231,3,0,0
20,10,2,2,572,1,0,0,11,1,180,1,0,0
36,4,1,3,1336,1,0,0,11,1,205,1,0,0
26,3,1,1,283,0,0,0,11,1,163,1,0,0
25,3,1,1,215,0,0,0,11,1,121,1,0,0
20,10,2,3,698,1,1,0,11,1,1088,1,0,1
28,10,1,2,380,1,0,0,11,1,370,1,0,0
39,6,1,2,2832,0,0,0,11,1,106,1,0,0
23,10,0,2,1818,1,0,0,11,1,173,1,0,0
31,4,1,3,769,0,0,0,11,1,201,3,0,0
14,10,2,3,910,0,0,0,11,1,234,3,0,0
20,10,1,3,1130,0,0,0,11,1,191,6,0,0
13,10,1,3,3879,0,0,0,11,1,433,2,0,0
28,7,1,2,738,0,0,0,11,1,1156,3,0,1
40,10,1,2,365,0,0,0,11,1,92,3,0,0
12,4,1,3,1754,1,0,0,11,1,1114,3,0,1
15,3,1,1,399,0,0,0,11,1,76,3,0,0
12,4,2,3,1002,0,0,0,11,1,91,3,0,0
27,0,1,2,552,0,0,0,11,1,536,3,0,0
36,10,1,2,848,0,0,0,11,1,398,3,0,0
17,10,1,3,622,0,0,0,11,1,104,7,0,0
31,4,1,3,4276,0,0,0,11,1,881,3,0,1
37,4,1,3,324,0,0,0,11,1,1411,15,0,0
27,0,1,3,2686,0,0,0,11,1,149,6,0,0
12,7,1,2,190,0,0,0,11,1,297,2,0,0
34,10,0,2,296,0,0,0,11,1,193,3,0,0
36,1,1,1,2027,0,0,0,11,1,127,3,0,0
12,10,2,3,213,0,0,0,11,1,72,3,0,0
24,7,1,2,677,1,0,2,11,1,58,3,0,0
20,10,1,2,1668,0,0,0,11,1,922,3,0,1
16,4,0,3,347,1,0,0,11,1,117,1,0,0
13,4,2,3,540,1,0,0,11,1,359,1,0,0
16,7,1,3,190,0,0,0,11,1,117,3,0,0
21,4,1,3,1614,1,0,0,11,1,254,1,0,0
32,4,1,3,2453,0,0,0,11,1,121,1,0,0
17,4,1,3,1699,1,0,0,11,1,226,3,0,0
42,0,1,2,901,0,0,0,11,1,355,3,0,0
18,10,2,2,202,0,0,0,11,1,587,1,0,1
29,4,1,3,624,0,0,0,11,1,111,3,0,0
42,10,1,3,321,0,0,0,11,1,139,5,0,0
15,4,1,3,1261,0,0,0,11,1,83,3,0,0
30,1,1,2,616,1,1,0,11,1,186,1,0,0
12,4,2,3,412,1,0,0,11,1,112,3,0,0
31,1,1,1,1646,0,0,0,11,1,225,3,0,0
40,1,1,2,1032,0,0,0,11,1,253,1,0,0
37,1,1,2,1201,1,0,0,11,1,112,1,0,0
13,4,1,3,1702,0,0,0,11,1,284,1,0,0
36,4,0,3,3462,1,0,0,11,1,306,1,0,0
31,1,1,1,318,0,0,0,11,1,696,1,0,1
42,6,1,3,1331,0,0,0,11,1,66,3,0,0
13,4,1,3,786,0,0,0,11,1,192,3,0,0
16,4,1,3,686,0,0,0,11,1,105,5,0,0
27,0,1,2,233,0,0,0,11,1,114,3,0,0
25,4,2,3,1814,0,0,0,11,1,105,3,0,0
12,4,2,3,257,0,0,0,11,1,578,3,0,0
39,6,1,3,190,0,0,0,11,1,116,3,0,0
41,6,1,2,756,0,0,0,11,1,464,3,0,0
14,10,2,3,1515,0,0,0,11,1,142,1,0,0
37,1,1,2,578,0,0,0,11,1,187,1,0,0
31,4,1,3,243,0,0,0,11,1,134,5,0,0
18,10,2,3,1262,1,0,0,11,1,338,1,0,0
34,8,1,2,1766,0,1,0,11,1,158,1,0,0
31,1,1,2,743,0,0,0,11,1,645,7,0,1
32,4,1,3,448,0,0,0,11,1,246,5,0,0
22,11,0,2,1878,0,0,0,11,1,473,5,0,1
31,1,1,1,598,0,0,0,11,1,559,3,0,1
20,4,1,3,1413,0,0,0,11,1,1078,4,0,1
31,7,1,3,789,0,0,0,11,1,174,0,0,0
13,4,2,3,2036,0,0,0,11,1,453,2,0,1
30,4,1,2,476,0,0,0,11,1,127,0,0,0
36,1,1,1,1363,0,0,2,11,1,128,7,0,0
13,10,2,3,398,0,0,0,11,1,1270,6,0,1
13,4,0,3,487,0,0,0,11,1,127,0,0,0
28,4,2,3,2437,0,0,0,11,1,218,4,0,0
16,4,2,3,3601,1,0,0,11,1,178,0,0,0
16,4,1,3,710,1,0,0,11,1,1245,3,0,1
29,8,1,2,217,0,0,0,11,1,153,3,0,0
21,4,1,3,461,1,0,0,11,1,1270,0,0,1
36,4,1,3,343,0,0,0,11,1,168,4,0,0
13,4,2,3,1479,1,0,0,11,1,264,2,0,0
24,10,1,3,440,0,1,0,11,1,213,2,0,0
13,10,2,3,226,0,0,0,11,1,111,2,0,0
15,4,2,3,277,0,0,0,11,1,973,0,0,1
29,10,1,3,735,1,0,0,11,1,588,2,0,0
36,0,1,2,4380,0,0,0,11,1,145,10,0,0
36,1,1,1,1844,0,0,0,11,1,50,4,0,0
22,4,1,2,4066,0,0,0,11,1,432,2,0,1
13,4,2,3,581,1,0,0,11,1,454,2,0,0
29,10,1,2,758,1,0,0,11,1,1404,0,0,1
14,4,1,3,2562,0,0,0,11,1,439,3,0,0
41,6,1,2,468,0,0,0,11,1,141,2,0,0
40,0,1,0,718,0,0,0,11,1,136,2,0,0
15,4,1,3,709,0,0,0,11,1,260,2,0,0
29,1,1,1,760,0,0,0,11,1,861,2,0,0
30,1,1,1,3096,0,0,0,11,1,645,2,0,0
32,4,1,3,1430,0,0,0,11,1,474,1,0,0
27,4,1,2,614,1,1,0,11,1,216,4,0,0
42,6,1,2,971,1,1,0,11,1,128,4,0,0
14,4,2,3,1500,0,0,0,11,1,418,2,0,0
24,10,2,3,356,0,0,0,11,1,226,3,0,0
31,10,0,2,94,0,1,0,11,1,252,2,0,0
12,4,2,3,507,0,0,0,11,1,134,7,0,0
14,10,2,3,1916,0,0,0,11,1,140,3,0,0
12,4,2,3,539,0,0,0,11,1,180,2,0,0
29,4,0,3,990,0,0,0,11,1,483,4,0,0
30,8,1,2,1545,0,0,0,11,1,409,6,0,0
33,0,1,2,961,0,1,0,11,1,143,2,0,0
36,10,1,2,669,0,0,0,11,1,222,2,0,0
19,10,2,2,3592,0,0,0,11,1,664,2,0,1
36,4,0,3,1227,0,0,0,11,1,612,3,0,0
34,0,1,2,882,1,0,0,11,1,129,8,0,0
26,10,2,2,434,1,0,0,11,1,1435,3,0,1
18,4,1,3,190,0,0,0,11,1,243,2,0,0
31,1,1,2,3677,1,0,0,11,1,178,8,0,0
41,0,1,3,539,0,0,0,11,1,124,3,0,0
15,4,1,3,811,0,0,0,11,1,909,4,0,0
15,4,1,3,1858,1,0,0,11,1,284,6,0,0
18,10,1,2,485,0,0,0,11,1,129,5,0,0
30,8,1,2,450,0,0,0,11,1,228,4,0,0
26,10,1,2,457,0,1,0,11,1,508,2,0,0
37,4,1,3,758,0,0,0,11,1,935,9,0,1
32,1,1,1,296,0,0,0,11,1,460,1,0,0
12,4,2,3,3952,0,0,0,11,1,796,3,0,1
40,6,1,2,2737,0,0,0,11,1,136,4,0,0
14,4,2,3,3241,0,0,0,11,1,58,2,0,0
38,0,1,0,1357,0,0,0,11,1,465,8,0,0
26,4,1,2,971,1,0,0,11,1,112,4,0,0
14,10,1,2,3158,0,0,0,11,1,204,9,0,0
15,4,0,3,2815,1,0,0,11,1,711,2,0,0
13,4,2,3,935,0,0,0,11,1,121,3,0,0
33,11,1,2,2415,0,0,0,11,1,83,2,0,0
25,8,1,2,568,0,1,0,11,1,321,3,0,0
23,4,2,3,606,1,0,0,11,1,1345,1,0,0
16,4,2,3,1156,1,0,0,11,1,204,2,0,0
32,1,1,0,2235,0,0,0,11,1,161,1,0,0
39,1,1,1,190,0,0,0,11,1,120,2,0,0
32,10,1,2,2003,1,0,2,12,1,767,7,0,0
23,7,1,1,394,0,0,0,12,1,111,6,0,0
42,6,1,0,1068,0,0,0,12,1,106,1,0,0
16,4,1,3,1483,1,0,0,12,1,168,1,0,0
27,2,1,3,2618,0,0,0,12,1,239,1,0,0
37,3,1,1,190,0,0,0,12,1,139,1,0,0
15,10,1,2,190,0,0,0,12,1,78,1,0,0
37,3,1,1,1829,0,0,0,12,1,295,1,0,0
34,3,1,1,390,0,0,0,12,1,224,1,0,0
34,10,1,2,1266,1,0,0,12,1,156,1,0,0
27,4,0,3,2264,0,0,0,12,1,317,1,0,0
34,1,1,1,2629,0,0,0,12,1,176,1,0,0
28,4,1,2,3527,0,0,0,12,1,69,1,0,0
19,7,1,3,327,0,0,0,12,1,244,5,0,0
28,4,1,3,3813,0,0,0,12,1,77,1,0,0
39,3,1,1,190,0,0,0,12,1,189,1,0,0
20,10,2,2,4261,1,0,0,12,1,187,1,0,0
14,3,1,1,353,0,0,0,12,1,132,1,0,0
33,1,1,1,1878,0,0,0,12,1,186,1,0,0
13,10,2,2,581,0,0,0,12,1,336,1,0,0
28,8,1,2,301,0,0,0,12,1,78,1,0,0
13,4,1,3,4258,1,0,0,12,1,460,1,0,0
17,4,1,3,236,1,0,0,12,1,96,1,0,0
34,1,1,1,226,0,0,0,12,1,109,1,0,0
22,10,1,2,232,0,0,0,12,1,1457,1,0,1
42,1,1,0,3523,0,0,0,12,1,159,1,0,0
36,3,1,1,474,0,0,2,12,1,127,3,0,0
41,3,1,1,425,0,0,0,12,1,119,1,0,0
39,4,0,3,350,0,0,0,12,1,303,1,0,0
36,6,1,1,499,0,0,0,12,1,964,1,0,1
33,0,1,2,211,0,1,0,12,1,157,1,0,0
17,10,1,2,10,0,1,0,12,1,822,1,0,1
33,0,1,2,269,0,0,0,12,1,89,1,0,0
23,3,1,1,406,0,0,0,12,1,152,1,0,0
14,4,2,3,487,0,0,0,12,1,225,1,0,0
31,10,1,2,3396,0,0,0,12,1,272,1,0,0
15,10,1,2,580,0,0,0,12,1,460,1,0,0
18,4,0,3,249,0,0,0,12,1,526,1,0,1
40,6,1,1,3929,0,0,0,12,1,455,1,0,1
31,3,1,1,830,0,0,2,12,1,214,3,0,0
20,10,1,3,524,1,0,0,12,1,139,1,0,0
20,10,1,3,318,0,0,0,12,1,183,4,0,0
39,1,1,0,2592,0,0,0,12,1,142,1,0,0
27,4,1,3,514,0,0,0,12,1,258,3,0,0
33,4,1,0,902,0,0,0,12,1,287,1,0,0
32,4,1,3,299,1,0,0,12,1,185,1,0,0
13,4,2,3,360,1,1,0,12,1,458,1,0,0
36,10,1,2,2388,0,1,0,12,1,73,1,0,0
16,10,2,2,4044,0,0,0,12,1,121,1,0,0
38,0,1,0,871,0,0,0,12,1,896,1,0,0
29,11,1,2,622,0,0,0,12,1,334,1,0,0
35,10,1,2,420,0,1,0,12,1,112,1,0,0
37,1,1,0,213,0,0,0,12,1,123,1,0,0
38,8,1,2,190,0,0,0,12,1,112,3,0,0
30,10,0,2,335,1,0,0,12,1,106,4,0,0
15,4,2,3,2459,1,0,0,12,1,115,1,0,0
17,4,1,3,671,0,0,0,12,1,73,1,0,0
38,0,1,0,1966,0,0,0,12,1,71,1,0,0
36,1,1,2,3081,0,0,0,12,1,110,3,0,0
19,4,1,3,4090,0,0,0,12,1,843,4,0,1
40,6,1,3,1853,0,0,0,12,1,109,1,0,0
32,10,1,2,2016,1,1,0,12,1,221,7,0,0
31,10,1,2,2879,0,0,0,12,1,233,3,0,0
40,1,1,2,3200,0,1,0,12,1,57,1,0,0
42,3,1,0,2883,0,0,0,12,1,96,1,0,0
15,4,1,3,486,0,0,0,12,1,142,3,0,0
41,4,1,3,972,0,1,0,12,1,127,1,0,0
14,4,1,3,1527,0,0,0,12,1,283,1,0,0
32,7,1,2,226,0,0,0,12,1,104,9,0,0
34,4,0,3,285,0,0,0,12,1,91,1,0,0
29,1,1,1,238,0,0,0,12,1,170,1,0,0
40,10,2,2,572,0,0,0,12,1,460,1,0,0
32,10,0,2,190,0,0,0,12,1,114,1,0,0
16,10,2,3,2781,1,0,0,12,1,690,1,0,0
22,10,1,2,562,1,0,0,12,1,100,1,0,0
33,10,1,2,242,0,0,0,12,1,114,1,0,0
23,10,0,2,1733,0,1,0,12,1,183,1,0,0
14,10,2,2,326,1,0,0,12,1,144,1,0,0
